"id","author","blogcite","cat3","date","did","monthOrder","post","title"
"58d226f3-c45e-42b4-8685-88a5e3214a11","by Thomas Maestas"," <p class=""footnotes""><a>1. Tim Peters <p class=""footnotes"">2. <a href=""https://www.zdnet.com/article/python-language-founder-steps-down/  ""   target=""_blank"">
  https://www.zdnet.com/article/python-language-founder-steps-down/ </a>
  </p>

","Web Dev Affairs","July 13, 2018","18-07-13","11","
  <p class=""firstparagraph""><i>Zen of Python: ""Beautiful is better than ugly.<i> Explicit is better than implicit.</i>  Simple is better than complex.  Complex is better than complicated. Flat is better than nested.  Sparse is better than dense""<br /></i> -- Pythoneer Tim Peters<p> In my April 19th post, I recount Python's near-mystical author and leader of language's development up to this month's retirement:  About Guido van Rossum, </p>
  <p class=""quote"">After almost 30 years of overseeing the development of the world's<i> most popular language, Python, its founder and Benevolent Dictator For Life"" (BDFL), Guido van Rossum,</i> has decided he would like to remove myself entirely from the decision process.<sup>2</sup> </p><p>
Python is NASA's drug-of-choice because of the language's superior handling of precision mathematics, and yet the syntax and module libraries makes the language easy for anyone to pick up. Few could argue against Guido van Rossum's reductionist philosophy that inspires the clear, expansive structure. So, farewell to the great Guido van Rossum's official leadership and Thank You! 
</p>
","Simple is better than Complex. Complex is Better than Complicated.<br /><small>--Tim Peters</small>"
"a40370ad-2ee2-4217-901b-985efd95eca4","by Thomas Maestas"," 
    <p class=""cite"">1. <a href=""https://www.wsj.com/articles/bots-vs-trolls-how-ai-could-clean-up-social-media-1533849001?mod=djemCIO_h""   target=""_blank"">https://www.wsj.com/articles/bots-vs-trolls-how-ai-could-clean-up-social-media-1533849001?mod=djemCIO_h
    </a>
    </p>","A.I.Now.","August 12-13, 2018<br />Weekend","18-08-12","11","<p class=""firstparagraph"">Marvels of anomaly detection extend from business and state security to software integriy -- why not extend the use to <i>social integrity traced by network interaction signatures ...</i> 
    </p>
    <p class=""quote"">While some attempts to detect social-media accounts of malicious actors rely on content or language filters that terrorists and disinformers have proved capable of confusing, Mr. Alvari’s algorithm looks for accounts that spread content further and faster than expected. Since this is the goal of terrorist recruiters and propagandists alike, the method could be on the front lines of algorithmic filtering across social networks. Humans still need to make the final determination, to avoid false positives. <sup>1</sup>
    </p>
    <p class=""quote"">While some attempts to detect social-media accounts of malicious actors rely on content or language filters that terrorists and disinformers have proved capable of confusing, Mr. Alvari’s algorithm looks for accounts that spread content further and fas                                                                                                         ter than expected. Since this is the goal of terrorist recruiters and propagandists alike, the method could be on the front lines of algorithmic filtering across social networks. Humans still need to make the final determination, to avoid false positives. <sup>1</sup>
    </p><br />  
    <p > </p>.
 "," "
"99b379f8-1ca4-4f73-9304-a90237e90c2d","by Thomas Maestas","<p class=""footnotes"">3. <a href=""
  https://www.cryptovalleyconference.com
  ""   target=""_blank"">
  
  https://www.cryptovalleyconference.com
  </a>
  </p>
  <p class=""footnotes"">4. <a href=""
  https://www.crypto-finance-conference.com/resources/public/lava3/media/switzerland-embraces-cryptocurrency-culture.pdf
  ""   target=""_blank"">
  
  https://www.crypto-finance-conference.com/resources/public/lava3/media/switzerland-embraces-cryptocurrency-culture.pdf
  </a>
  </p>
","Musing Blockchain","July 14-15, 2018<br />Weekend","18-07-14","12","
  
  <p class=""firstparagraph"">Fintech's revered ""Crypto Valley Conference on Blockchain Technology"" in Zug, Switzerland, featured blockchain expertise from all corners, including Keynote Speakers, Stefan Thomas CTO of Ripple [cryptocurrency] and Professor Emin G&uuml;n Sirer of Cornell University, along with Economists and Swiss Government officials. World-class economists, investors, and Regulation authorities aside, the host-countries whole-hearted commitment to cryptocurrency is evident: </p>
  <p class=""quote"">“They want Switzerland to be the place to make it happen — but they don’t want to be seen
  as the ‘wild west’. It is Swiss pragmatism,” says Martin Eckert, partner at MME, a Swiss law firm. <br /><br /> 
  Digital pioneers say Switzerland emerged as an ICO hub because it has a cluster of rich
  investors and technology specialists. The small canton of Zug, near Zurich, has unofficially
  Switzerland embraces cryptocurrency culture Seite 2 von 7
  25.01.2018
  become “Crypto Valley”.<sup>4</sup>
  </p>
  <img src=""https://tmm-nov.s3.amazonaws.com/img/swissBlockchain.png"" width=""350"" class=""zoom"" />
  <p><small>Image Credit: Source Lykke, Coindesk</small></p>
","Crypto Valley, Switzerland"
"bb1fae86-8852-4a63-94d2-9cd99fb78acf","by Thomas Maestas","

<p class=""footnotes"">1. <a href=""https://www.nytimes.com/2018/06/26/opinion/political-parties-climate.html""   target=""_blank"">https://www.nytimes.com/2018/06/26/opinion/political-parties-climate.html</a>
</p> 
<p class=""footnotes"">2. <a href=""https://www.washingtonpost.com/news/wonk/wp/2018/06/06/in-the-future-college-never-really-ends/?noredirect=on&utm_term=.4d7810952eb7""   target=""_blank"">https://www.washingtonpost.com/news/wonk/wp/2018/06/06/in-the-future-college-never-really-ends/?noredirect=on&utm_term=.4d7810952eb7</a>
</p>  

","A.I.Now.","July 29, 2018","18-06-29","13","
<p class=""firstparagraph"">If there was ever a thing called ""Continuing Education,"" that thing has become a learning, thinking mandate in the modern professional world. Learning to work side-by-side with our A.I. ""automation workmates"" has become a somewhat paradoxical burden whereby the more we learn, the more we get to shovel our work onto our <i>Ever-Cheerful automators</i>, and this is the least onerous burden I have ever had to bear...</i> It's called the <i>Abolition of boring tasks!</i> </p>
<p>Many writers have touched on the freedom that digital automation affords us: The repetitive, mundane (i.e. mindless) tasks that once occupied days and weeks of our time can now be evaporated away in hours when we just ask for help from our digital automotons--but we first have to ask! </p>
<p>And so, the work is no longer the work we do: <i>Our work is learning new digitally automated short-cuts, hacks, and clever work-arounds to better shovel the work off to our automotons</i>. But we can only be so clever, and so we have to learn to be more clever: hence the latest rage from colleges and universities with programs offering 'perpetual learning.' The Washington Post reports,</p>
<p class=""quote"">

In the future of work, robots are supposed to wipe out tons of jobs, create a bunch of new ones or deliver some combination of both. Economists predict any of these scenarios will force the average worker to do practically the same thing throughout their careers: keep learning and learning and learning.
<br /><br />
Some colleges in the United States are already preparing for this age of perpetual education, including the University of Michigan’s Ross School of Business. The Ann Arbor school launched a scholarship program that pays for graduates to take classes there forever, and the number of students is slowly growing.<sup>1</sup></p>
<p>
<p>But what really is the time-scale on this big transformation? Most things operate like they always have, and honestly, maybe we can be a little more picky about what, how, and <strong>why  we ""optimize"" the things we do. But that kind of old-fashioned Ludditism is not the age we live in. Today, everything has to change to stay compatible!  A more telling detail from the New York Times:</p>
<p class=""quote"">And we’ve digitized only about 20 percent of the economy, meaning there’s tremendous technological climate change yet ahead. These climate changes are reshaping the ecosystem of work — wiping out huge numbers of middle-skilled jobs — and this is reshaping the ecosystem of learning, making lifelong learning the new baseline for advancement.<sup>2</sup></p>
<p>20%? Really? So, it sounds like our productivity is <i>inversely proportional to work <strong>we</strong> do</i>, but rather the work--boring, mundane work--that we can effectively hand off to our automon partners--whatever the sector.  

","A.I. &amp; Work, Part II<br />Learning to Learn alongside a Cheerful Automoton Work-Partner"
"c99931b5-8683-48ab-9636-2ff28a395ec9","by Thomas Maestas","
 
 <p class=""cite"">1. <a href=""https://cloud.google.com""   target=""_blank"">https://cloud.google.com
 </a>
 </p><p class=""cite"">1. <a href=""https://www.geekwire.com/2018/google-cloud-ceo-diane-greene-wane-cloud-pricing-wars-never-want-win-price/""   target=""_blank"">https://www.geekwire.com/2018/google-cloud-ceo-diane-greene-wane-cloud-pricing-wars-never-want-win-price/
 </a>
 </p>","Web Dev Affairs","July 28-29, 2018<br />Weekend","18-07-28","24","<p class=""firstparagraph"">Cloud.google.com wins the day for offering the Willy Wonka's of Technological Candy at a free tour's view: You won the Golden Ticket. Google Cloud CEO Diane Greene explains that prioritizing customers' needs rather than drifting with market forces offers solid growth moving past technological shifts and drifts with little course correction.</p>
 <p class=""quote"">While Google is still looking up at Amazon Web Services and Microsoft Azure when it comes to infrastructure cloud computing, it appears to be finding the balance between keeping engineers happy with cloud-native computing tools and courting enterprise company suits with service-level agreements and steak dinners.<sup>1</sup></p>","Willy Wonka's Golden Ticket"
"8ed356d7-9cbc-41fc-a4c8-15011d5a973e","by Thomas Maestas"," <p class=""cite"">1.  <a   href=""https://www.wired.com/story/wired-guide-to-quantum-computing/""   target=""_blank"">https://www.wired.com/story/wired-guide-to-quantum-computing/
      </a></p>     ","Quantum Data","August 22, 2018","18-08-22","19","<p class=""firstparagraph"">Quantum leap from traditional electromagnetic on/off bits (eight bits per byte) is intuitive to the binary qubit, and yet the the superposition third option is less evident: Rather, our observation of the <i>superposition depends on the <strong>probability</i> that, when observed, the value will be affirmative or negative. Better explained by Wired ...</p>
  <p class=""quote"">
Computers do calculations using bits, too. After all, we want them to plug into our existing data and computers. But quantum bits, or qubits, have unique and powerful properties that allow a group of them to do much more than an equivalent number of conventional bits.

Qubits can be built in various ways, but they all represent digital 0s and 1s using the quantum properties of something that can be controlled electronically. Popular examples—at least among a very select slice of humanity—include superconducting circuits, or individual atoms levitated inside electromagnetic fields. The magic power of quantum computing is that this arrangement lets qubits do more than just flip between 0 and 1. Treat them right and they can flip into a mysterious extra mode called a superposition.<sup>1</sup>
</p> 
<p class=""quote"">For some problems that are very time consuming for conventional computers, this allows a quantum computer to find a solution in far fewer steps than a conventional computer would need. Grover’s algorithm, a famous quantum search algorithm, could find you in a phone book with 100 million names with just 10,000 operations. If a classical search algorithm just spooled through all the listings to find you, it would require 50 million operations, on average.<sup>1</sup> </p>
        
        ","Quantum Data V:<br />The Bits and Bolts of Zero, One, and the Superposed Third State"
"9a5c0c38-bd6b-4c77-8c5f-9eef2b18b216","by Thomas Maestas","<p class=""footnotes"">1. <a href=""https://www.washingtonpost.com/news/speaking-of-science/wp/2018/07/03/many-asteroids-might-be-remnants-of-five-destroyed-worlds-scientists-say/?noredirect=on&utm_term=.4f1e000cc632""   target=""_blank"">https://www.washingtonpost.com/news/speaking-of-science/wp/2018/07/03/many-asteroids-might-be-remnants-of-five-destroyed-worlds-scientists-say/?noredirect=on&utm_term=.4f1e000cc632</a>
</p> 
","Sociology Tomorrow!","July 2, 2018","18-07-02","1","<p class=""quote"">A vast majority of the half-million bodies in the inner asteroid belt may in fact be shrapnel from as few as five parent bodies called ""planetesimals,"" scientists say. But the tangled orbits of those lost worlds meant they were doomed to collide, producing fragments that also collided, producing still more fragments in a cataclysmic cascade that's been going on for more than 4 billion years.<sup>1</sup></p><p> 
</p>
","Celestial Bodies: Always Out to Impress!"
"2e59b9aa-9b4e-4c80-99a4-61ad19511515","by Thomas Maestas, MA","  
<p>1.<a href=""https://bitcoinmagazine.com/articles/yes-bitcoin-can-do-smart-contracts-and-particl-demonstrates-how/"">https://bitcoinmagazine.com/articles/yes-bitcoin-can-do-smart-contracts-and-particl-demonstrates-how/</a> 
</p>

<p>White Paper<a href=""https://github.com/particl/whitepaper/blob/master/decentralized-private-marketplace-draft-0.1.pdf"">https://github.com/particl/whitepaper/blob/master/decentralized-private-marketplace-draft-0.1.pdf</a>
</p>
","Musing Blockchain","May 7, 2019 <br /> Weekend","19-05-07","6"," 
  <p class=""firstparagraph"">Bitcoin's bare simplicity--designed more than ten years ago, published October 31, 2008--has traditionally served as a strength of reliability in an uncharted industry field. Yet, in a complex and demanding Tech world, others took the spotlight--as the Bitcoin distributed ledger has been contrasted with Ethereum's complex scripting language, Solidity, which provides multi-variate <i>Smart Contracts</i> that are well-suited for Distributed Apps, <i>DAPPs</i> and generally for financial-clerical-legal documents. However, the once belittled simple, but reliable, distributed blockchain ledger leverages third-party smart contracting:
  </p>
 
<p class=""quote"">
Ethereum has become the most popular blockchain for creating smart contracts. One of the major design goals of the Ethereum platform was to support smart contracts. From the start, this set Ethereum apart from Bitcoin, which was created first and foremost as a digital currency platform.
<br /><br />
As the Bitcoin protocol has evolved, it has gained support for smart contracts. Smart contract functionality is not as programmable and extensible on Bitcoin as it is on Ethereum. However, using features added to Bitcoin through improvement proposals, certain smart contract functionality can be achieved through Bitcoin scripting.
<br /><br />
For Particl, the most important smart contract feature in Bitcoin is the OP_CHECKLOCKTIMEVERIFY opcode, which was introduced by Peter Todd as Bitcoin Improvement Proposal (BIP) 65. The opcode makes it possible to write scripts that prevent funds in a multi-signature wallet from being spent until a certain signature pattern is implemented or a certain amount of time passes.<sup>1</sup></p>
","Toward a Smarter Bitcoin, Part I:<br />Contracting a More Functional Crypto-Currency"
"1b88febb-3e7f-47b5-bd4f-63abce1d4b72","by Thomas Maestas, MA","","Sociology Tomorrow!","March 3, 2020 ","20-03-03","","

<p class=""firstparagraph"">Gone are the days when the best and the brightest took home the honors and laurels. Today, an obsucre darkness rules over visibility into the advances that don't arise from obvious luck. Instead, networks of tech advances, some stolen, some spilled and some surmised from nothing form the new space race: The rocket head forms the algorithm and the expendible data form the solid rocket boosters. Period. 
</p>

<p class=""quote""> We need quantum-resistant algorithms as soon as possible,” Grobman said. 
Cloud computing is sweeping through the industry, and it will enable the use of quantum computing. And that’s a problem, as quantum computers may be able to break encryption techniques such as RSA encryption much faster than traditional computers can. Typically, encryption techniques make it easy to encode data but hugely difficult to decode it without the use of a special key. The security is possible only because of the huge amount of time it takes for a classical computer to do the computations. <sup>1</sup></p>  

  ","Moving your Quantum Dreams into Today, Part I: <br /> The Timing of Quantum Data and Privacy"
"5ec52909-5b04-4bae-8c79-b0b719c6e8ba","by Thomas Maestas","<p class=""footnotes"">1. <a href=""https://www.nature.com/articles/nature14539""   target=""_blank"">https://www.nature.com/articles/nature14539</a>
</p> 

<p class=""footnotes"">2. <a href=""https://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks""   target=""_blank"">https://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks</a><br />
PDF:  <a href=""https://www.nvidia.cn/content/tesla/pdf/machine-learning/imagenet-classification-with-deep-convolutional-nn.pdf""   target=""_blank"">https://www.nvidia.cn/content/tesla/pdf/machine-learning/imagenet-classification-with-deep-convolutional-nn.pdf</a>  
</p> 
","A.I.Now.","June 23-24, 2018<br />Weekend","18-06-23","8","  <p class=""quote""><i>
Deep learning allows computational models that are composed of multiple processing layers to learn representations of data with multiple levels of abstraction. These methods have dramatically improved the state-of-the-art in speech recognition, visual object recognition, object detection and many other domains such as drug discovery and genomics. Deep learning discovers intricate structure in large data sets by using the backpropagation algorithm to indicate how a machine should change its internal parameters that are used to compute the representation in each layer from the representation in the previous layer. Deep convolutional nets have brought about breakthroughs in processing images, video, speech and audio, whereas recurrent nets have shone light on sequential data such as text and speech.</i><sup>1.</sup>
</p> 
  <p class=""firstparagraph"">Artificial Intelligence has evolved from a prototypal event known as the ""Cambrian Explosion, only five years ago.""<sup>1</sup> An architect named Alex Krizhevsky offered a new paradigm for <i>deep learning</i> at an image recognition event, Imagenet Competition. Mr. Krizhevsky's ""Alex Net"" became the pivotal <i>Convolutional Neural Network</i>, with a mere 8 layers' depth (think of the decision tree mentioned in post 6/20) &amp; millions of parameters. </p>

<p>The handwriting-signature recognition algorithm is still in use today! The design--using a training technique called ""Stochastic Gradient Descent"", by Geoff Hinton--blew the competition away and revolutioned machine learning. </p>
<p>Today, neural netwoks boast <i>hundreds of layers and billions of paremeters: The last five years has been busy!</i> And the varied species of designs since the original Convolutional Neural Network (CNN) include Recurrent Neural Networks (RNN), Generative Adverserial Networks (GAN) and Reinforcement Learning.
</p> 
","Modern Prometheus, Part II: <br />Broadening Evolution of Deep Learning Species &agrave; la Neural Network"
"de6524d8-c283-400a-9aeb-73d4d14901d1","by Thomas Maestas","
  <p class=""cite"">1 <a target=""_blank"" href=""https://www.fastcompany.com/90280594/this-is-how-youll-look-for-a-job-in-2019"">https://www.fastcompany.com/90280594/this-is-how-youll-look-for-a-job-in-2019</a></p>  
  ","A.I.Now.","December 26, 2018 ","18-12-26","159"," 
  <p class=""firstparagraph"">Interviewer Bots would certainly probe the depths of any job candidate's answers, digital record, etc. In fact, using predictive analytics, it is likely that bots would undoubtedly shed light about an unseen facet of reality: <i>Everyday and every-year patterns of behavior</i>, however unnoticed by oneself or anyone else. Big Data notices ...
  </p>
  <p class=""quote"">However, at places like EY, which plans to hire approximately 15,700 workers in the U.S. in the coming year, some 1,300 bots focused on recruiting efforts are likely going to be part of the candidates’ interview experience.
</p><p>So, are interview bots humane? How much can we as a society <i>off-load</i> our own perceptions, vibes and even that familiar or professional hunch in decision-making?<br /><br />

Eyal Grayevsky, CEO and cofounder of Mya Systems says that in 2019 the divide between intelligent, conversational recruiting bots and basic chatbots that follow simple decision trees will become a chasm. “Job search candidates will gravitate toward conversational bots,” he explains, “because of their ability to respond more knowledgeably and naturally, to anticipate candidate needs, and to learn and adapt to candidate preferences over time.”
<sup>1</sup>
  </p>
  <p>Unfathomably complex A.I. algorithms to decode the job candidate's algorith ...that's a new one,  but can you trust in a computer's over-analytic mind when all you need is a bit of human touch?
  ","Rise of the Interviewer Bots"
"0190afd3-d8f8-404d-a4a5-9788cf6fed89","by Thomas Maestas","
  <p class=""cite"">1. <a target=""_blank"" href=""https://www.bloomberg.com/news/articles/2018-12-21/facebook-is-said-to-develop-stablecoin-for-whatsapp-transfers"">https://www.bloomberg.com/news/articles/2018-12-21/facebook-is-said-to-develop-stablecoin-for-whatsapp-transfers</a></p>  
  ","Musing Blockchain","December 21, 2018 ","18-12-21","155"," 
  <p class=""firstparagraph"">To say that the world's micro-transaction needs have changed in the past 100 years is ... exaggeration. Maslow's <i>Hierarchy of Needs</i> specifies more or less the reality of buying habits. From the bottom of the triangle, they are physiological needs, safety-security, love and belonging, and finally self-actualization. What is clear is that horizontal scaling of our needs often use fragmented sources of ""currency""--whether it is financial capital being spent, or social capital (value accrued from trust networks), human capital(value accrued from specialties and specialized networks), intellectual capital, and so on. </p>
  <p>The effect is clear: multiplying usages and forms of value exchange are certain--this, without accounting for the myriad new options that tech offers. So, if one considers the linear progression from bartering to the coins of Egypt and Athens, history certainly amplifies itself with Venmo, PayPal options are here to stay...  
  </p>
  <p class=""quote"">Facebook Inc. is working on making a cryptocurrency that will let users transfer money on its WhatsApp messaging app, focusing first on the remittances market in India, according to people familiar with the matter.
  <br /><br />

  The company is developing a stablecoin -- a type of digital currency pegged to the U.S. dollar -- to minimize volatility, said the people, who asked not to be identified discussing internal plans. Facebook is far from releasing the coin, because it’s still working on the strategy, including a plan for custody assets, or regular currencies that would be held to protect the value of the stablecoin, the people said.
  <br /><br />
   
  Facebook, which has 2.5 billion global users, more than $40 billion in annual revenue and greater experience navigating regulatory issues, may have a better chance of making a stablecoin that sticks. It would be the first large technology company to launch such a project. 
<sup>1</sup>
  </p> ","A Virtual Balkanization of International Currency"
"1d48536a-5667-46bb-94c6-11cfe24c0934","by Thomas Maestas, MA","
 
<p class=""footnotes"">1. <a href=""https://appleinsider.com/articles/21/10/14/new-macbook-pros-are-coming-oct-18-and-the-design-remains-a-mystery""   target=""_blank"">
https://appleinsider.com/articles/21/10/14/new-macbook-pros-are-coming-oct-18-and-the-design-remains-a-mystery</a>
</p>  

<p class=""footnotes"">2. <a href=""https://www.macworld.com/article/544115/m1x-macbook-pro-supply-chain-demand.html""   target=""_blank"">
https://www.macworld.com/article/544115/m1x-macbook-pro-supply-chain-demand.html</a>
</p> 
<p class=""footnotes"">3. <a href=""https://www.macrumors.com/how-to/watch-october-18-apple-event/""   target=""_blank"">
https://www.macrumors.com/how-to/watch-october-18-apple-event/</a>
</p>   ","Web Dev Affairs","October 13, 2021","21-10-13","","
<p class=""firstparagraph"">M1 Chip, as most know, signifies an architectural departure from traditional laptop design. Normally, the CPU, RAM, I/O, etc. are separate components. M1 combines all these chips into 1 chip, the M1. <br /><br />
The M1 design is not entirely novel, as it is the architecture already powering iPhone/iPad. This year's event will unveil the next
 iteration, M1X<sup>1</sup> MacBook Pro, along with a redesign.  </p>
</p>
<p class=""quote"">“The PC industry continues to be hampered by supply and 
logistical challenges and unfortunately these issues have not seen much 
improvement in recent months,” said IDC analyst Jitesh Ubrani in a recent report. <br /><br />
In a separate report, Canalys analyst Ishan Dutt echoed this same thought, saying, 
“The shortfall in supply of PCs is expected to last well into 2022, with the 
holiday season of this year set to see a significant portion of orders not met.”<sup>2</sup>
 
 </p>
 <p>
 Sadly, this article makes a great point that supply chain delays will likely rain on the parade... 
I'm still waiting another month for my iPhone 13 Max to arrive!</p>
","Unveiling of the M1X MacBook Pro"
"f0bab5a8-1c74-41c9-9397-8e3aba97b757","by Thomas Maestas, MA","","Sociology Tomorrow!","April 14-15, 2018<br /> Weekend","18-04-14","10","<p class=""firstparagraph"">This week, the Supreme Court   revisits its 1992 decision not requiring state sales taxes for online purchases.<sup>1</sup> Although big-box stores like Amazon, Walmart, etc. <i>do</i> pay state taxes among the 45 states requiring it, small- and medium-sized retailers do not need to collect sales taxes in any state where they do not have physical presence, also known as ""nexus."" But, beginning this Tuesday, the free ride may come to an  end; this includes small retailers that comprise half of Amazon's 3rd-party online sales.
  </p>
  <p class=""quote"">  
  
  A reversal could mean that all online retailers must collect sales tax everywhere. It's an issue that brick-and-mortar retailers insist will provide a level playing field with online competitors, and help to provide state and local governments with the tax revenue they deserve.<sup>2</sup></p>
  <p> Livelihoods hang in the balance, so whatever the gavel settles on, let's hope for the best! The Blockbuster-ization of so many brick-and-mortars seems to claim a new victim every month--recently Toys 'R Us  meeting its demise.<sup>3</sup> So, with as many that have disappeared, big and small-, its a curiosity if maybe Tuesday breathes life into the boarded store-fronts across America. I think others share my view that shopping is more than shiny packaging at the doorstep: it's much more the ceremony and gala in the store - a  real shared moment with strangers, acquaintances and loved ones that makes for better packaging, a package embellished with a story.   
  </p>
  <p class=""cite"">1.<a href=""https://www.forbes.com/sites/janetwburns/2018/04/15/supreme-court-decision-could-bring-sales-tax-to-more-online-shopping/#2a0ea38f3daf"" target=""_blank"">https://www.forbes.com/sites/janetwburns/2018/04/15/supreme-court-decision-could-bring-sales-tax-to-more-online-shopping/#2a0ea38f3daf
  </a> </p>
  <p class=""cite"">2.<a href=""http://money.cnn.com/2018/04/15/technology/online-purchases-sales-taxes-supreme-court/index.html"" target=""_blank"">http://money.cnn.com/2018/04/15/technology/online-purchases-sales-taxes-supreme-court/index.html
  </a> </p>
  <p class=""cite"">3.<a href=""https://www.washingtonpost.com/news/business/wp/2018/04/13/this-billionaire-toy-executive-has-a-last-ditch-mission-to-save-toys-r-us-before-its-too-late/?noredirect=on&utm_term=.b3201ad77891"" target=""_blank"">https://www.washingtonpost.com/news/business/wp/2018/04/13/this-billionaire-toy-executive-has-a-last-ditch-mission-to-save-toys-r-us-before-its-too-late/?noredirect=on&utm_term=.b3201ad77891
  </a> </p> ","Clash of the Brick &amp; Mortars against Online Stores"
"8977fbdb-3953-45a6-ba79-b30a794abc1b","by Thomas Maestas","
  <p class=""cite""> 1 <a href=""https://hacks.mozilla.org/2018/04/hello-wasm-pack/""   target=""_blank"">https://hacks.mozilla.org/2018/04/hello-wasm-pack/
  </a>
  </p>  
  ","Web Dev Affairs","September 29th, 2018","18-09-29","25","<p class=""paragraph"">Web's foray into Internet of Things and the upcoming 5G revolution necessitates real-time processing.  Luckily, the dynamic yet slow language of the web, JavaScript now gets a super-speed boost from Web Assembly, a  much lower-level, binary language. Since Web Assembly only recognizes two floating point number types and two integer types, Rust handles string values, etc.</p> <p class=""quote""><i>Both Rust and JavaScript have vibrant package ecosystems. Rust has cargo and crates.io. JavaScript has several CLI tools, including the npm CLI, that interface with the npm registry. In order for WebAssembly to be successful, we need these two systems to work well together, specifically:<br/><br/>

  Rust developers should be able to produce WebAssembly packages for use in JavaScript without requiring a Node.js development environment
  JavaScript developers should be able to use WebAssembly without requiring a Rust development environment
  <br/><br/>
Enter: wasm-pack. 
wasm-pack is a tool for assembling and packaging Rust crates that target WebAssembly. These packages can be published to the npm Registry and used alongside other packages. This means you can use them side-by-side with JS and other packages, and in many kind of applications, be it a Node.js server side app, a client-side application bundled by Webpack, or any other sort of application that uses npm dependencies. You can find wasm-pack on crates.io and GitHub.<sup>1 </sup></p>
<p>Step-by-step, software advances in step-lock with hardware.","Real-Time, 21st Web-Apps's"
"a895da13-51cf-4834-a496-9dc4a3c98348","by Thomas Maestas","
  <p class=""cite"">1 <a href=""https://www.wired.com/story/google-wants-to-kill-the-url/""   target=""_blank"">https://www.wired.com/story/google-wants-to-kill-the-url/
  </a>
  </p>
  ","Sociology Tomorrow!","September 4, 2018","18-09-04","3","<p class=""firstparagraph"">Browser URLs are the constant of the web's evolutions over the years. After all, they are the solid, predictable workhorse for transporting web surfers' requests and web servers' responses. But could there be improvements even with this, beyond the HTTPS' security upgrade? Wired reports: </p>
  <p class=""quote"">Chrome looks ahead to its next 10 years, the team is mulling its most controversial initiative yet: fundamentally rethinking URLs across the web.
<br /><br />
  Uniform Resource Locators are the familiar web addresses you use every day. They are listed in the web's DNS address book and direct browsers to the right Internet Protocol addresses that identify and differentiate web servers. <br /><br />
  As web functionality has expanded, URLs have increasingly become unintelligible strings of gibberish combining components from third-parties or being masked by link shorteners and redirect schemes. And on mobile devices there isn't room to display much of a URL at all.  The resulting opacity has been a boon for cyber criminals who build malicious sites to exploit the confusion.
  <br /><br />
  The focus right now, they say, is on identifying all the ways people use URLs to try to find an alternative that will enhance security and identity integrity on the web while also adding convenience for everyday tasks like sharing links on mobile devices.<sup>1</sup></p>
  <p>Bring it on, Google, and save us from the increasing flood of &;@# ampersands &% and excessive #_&% URL parameters that grow longer and longer ... and longer ... but how?</p> ","The Cumbersome, Multipurpose and Sometimes Unsecure URL ...<br />Is There a Better way?"
"b60e2e81-f65a-479f-adfc-da3defe330b0","by Thomas Maestas, MA","  <p class=""cite""><a href=""https://www.cnet.com/news/5-best-things-from-google-io-2018/"" target=""_blank"" >https://www.cnet.com/news/5-best-things-from-google-io-2018/</a></p>
  <p class=""cite""><a href=""economictimes.indiatimes.com/articleshow/64089365.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst"" target=""_blank"" >economictimes.indiatimes.com/articleshow/64089365.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst</a></p>","Web Dev Affairs","May 8, 2018","18-05-08","7","<p class=""firstparagraph"">Google I/0's 2018 revelations also included a focus on the <i>Progressive Web App (PWA)</i>. My <a href=""#18-04-11"">April 11th</a> and <a href=""#18-04-05"">April 5th</a> posts introduce a new approach to traditional mobile apps, using new JavaScript techniques including a ""manifest"" and ""service workers"" files that instruct the mobile phone what to cache and other specs. Google has pushed use of these PWAs since 2015 with Google Chrome's efforts to steer app development toward device-neutral, ultra-fast, and encryption advantages of the Hyper Text Transfer Protocol (HTTP), i.e. the browser. </p>
  <p class=""quote"">
  On the first day of Google I/O 2018 event, Tal Oppenheimer, Chief Product Manager (Chrome) at Google, shared that websites like EconomicTimes.com, Instagram and Starbucks are seeing ""incredible results"" in user retention and time spent, while using Progressive Web Apps (PWAs) technology.
<br />
PWAs are websites that take advantage of modern web platform Application Programming Interfaces (APIs) to build experiences like working offline, sending push notifications and getting added directly to .. 
  </p>
  <p>Web apps use the browser for viewing and security, while the app's ""manifest"" uses <i>service workers</i> to manage data, networking, caching optimized for off-line ability and other actions that were formally reserved for ""Native"" apps downloaded from Apple or  Google Play stores. So what the flip? It does mean better speed and utility, features and appearance optimized to device, whether mobile, laptop or tablet, all without sacrificing the personalized, off-line features of ""native"" app store apps? ... it's the best of both worlds! </p>
  

  ","Google I/O 2018, Part II:<br />   Progressive Web Apps (PWAs) Quietly Taking Over the Mobile App World"
